category,macro_state_1,macro_state_2,innovation_success,year,outcome,Feature1,Feature2,predicted_outcome
2,6.189057322062691,6.432722693315885,7,1,282.0440530306137,-48.95970721707897,-79.31367986105397,306.1666129218671
3,2.6187787350638905,1.331082777066509,9,1,421.4842631558895,-263.10912190377485,154.32129424870058,367.2211723449258
2,4.377789016711935,0.3711140196004237,8,1,344.9851943098057,-240.1997386363331,51.98282249052616,246.22308385419308
3,3.639505697651476,4.268002874401635,8,1,332.54619711862836,-269.3518635930641,179.66614122609036,386.3232776330263
2,3.11571081370149,1.6035652342331974,9,1,379.8205994405111,-272.8963773169801,174.92628836880527,336.4699110518252
2,4.23130526453169,5.48933816478367,5,1,146.88316994681446,-248.23126248221496,62.51822854488262,248.72696606266769
2,3.8522123922305616,4.536419495792621,7,1,266.87634012208434,-263.8511001181135,160.3510320284429,330.9399319103294
2,6.19419608974362,1.2209762290148962,9,1,523.1672605663381,-48.175151798206116,144.9359607647555,531.2008089665494
1,5.0916320286869245,6.657850469450207,7,1,38.979928488687186,-185.13907076314047,-119.77423852537015,87.9576907114894
2,2.990035890174076,0.20494788720483825,10,1,362.0505340542733,-271.63076590057136,29.563764687975954,192.3729987874046
1,5.314041529308473,1.263833066704847,9,1,440.13825593636255,-162.5856160049807,148.66148228779386,378.94686628281323
1,3.9878065810348255,7.001642208446736,9,1,-84.99843502683542,-259.12015217440484,-186.47895410740966,-52.728106281814476
2,5.062295231242726,5.278554197864542,8,1,314.7428441238696,-187.9225039832735,88.09167073627623,334.6091667530028
1,5.3937216834988275,2.819329678209285,8,1,525.2136166633601,-153.88161402197693,221.3706103180576,460.35999629608074
3,4.249517611220269,1.8024613066386863,9,1,495.70644236384635,-247.29326592502053,187.6095007642257,416.32523483920517
2,5.217359837138415,6.422837302255665,9,1,157.75480186631134,-172.70476475075202,-77.59546151921597,184.13977373003203
1,5.402073426747348,2.0559666499688123,8,1,481.27612968227993,-152.95023606491895,200.8915779825616,440.8123419176427
2,4.835729004243067,9.846110797465622,8,1,-814.9726805583128,-207.9156771731383,-966.3934404885595,-739.8691176616977
2,4.280375405468613,8.693112208421939,9,1,-422.89069825759884,-245.6647311311317,-601.2230904837961,-412.44782161492776
2,5.003142417999797,1.3215794981757778,8,1,432.46561605521146,-193.39913590888068,153.5352850502567,394.57614914137605
1,4.8605139323048965,8.591525629438816,9,1,-446.06089220000905,-205.85820350779647,-572.2535848753744,-385.2407883831708
3,5.316520778033262,3.450427817079915,9,1,598.2144995747601,-162.31975295523603,216.17514529103096,529.864392335795
3,4.736226975099032,4.899818202117401,7,1,358.1207702391648,-215.85503947754853,128.4283973570524,388.5823578795039
1,3.8079802168230277,1.4282429515236694,8,1,351.469427642119,-265.1881721400328,162.09678118755204,289.7796090475193
2,4.830990969938889,1.1857224130513189,6,1,395.4789019648182,-208.30536966981526,141.80213176831901,367.9367620985038
1,5.326677663373417,8.654929660622834,9,1,-437.4511659424158,-161.22724871407297,-590.2736830353015,-358.6299317493744
1,5.185135520814254,6.299022410336987,8,1,140.79015498622505,-175.96981923356782,-56.49091859427426,160.41026217215796
1,4.889073744852083,4.604610100167795,10,1,387.81011381670936,-203.44786783933023,154.86697453603426,344.2901066967041
2,4.513387010296487,0.36163856373495507,7,1,344.7576424097607,-231.77344357785103,50.74172736018248,253.4082837823315
1,4.461657472822645,9.21961987242839,7,1,-677.592996772302,-235.1004819700778,-759.6820280430502,-601.911510013128
2,4.565457594582411,3.7608822713262913,5,1,347.10040915317336,-228.28434752149303,206.27006136992821,412.4257138484352
1,6.07616019591231,4.166491705971155,7,1,527.7904504342978,-65.8506712225502,186.02669342159032,513.0470221990402
3,4.052149375337408,2.898095293912031,9,1,472.06060987313515,-256.5416881613292,221.81598476861944,441.28329660729025
1,5.090989596704141,8.912900198940818,8,1,-540.6831633382225,-185.20050169333922,-665.6760634885834,-458.0055651819226
1,3.7420021228484086,3.4458476871785626,8,1,317.9069843751223,-266.99407782610695,216.28499720116548,342.1619193750586
3,5.764732286169132,1.742493078588132,10,1,612.1039392119299,-109.01867092762677,183.99491050234616,550.9852395747195
2,4.463867286987903,5.005571949244447,10,1,328.3357606798885,-234.96119245668604,117.89107543221735,317.36988297553137
2,4.174387042518256,7.8149265930611955,9,1,-212.6109832506005,-251.05187759166233,-367.93729595772106,-184.54917354938337
1,5.215448538908278,3.7133847634478823,7,1,432.4728603389364,-172.8999246553127,208.09949552143172,428.07057086611906
3,2.539251802063389,6.520461428763737,9,1,77.35317454925283,-260.3543043062311,-94.77924469645939,120.87545099730956
2,3.70052295431446,3.0422430310728577,7,1,333.82619140460207,-268.013862373833,221.823177478071,388.249315104238
1,5.360909087260263,7.197623099699465,8,1,-28.76638940651251,-157.50582442884127,-227.16411419042288,8.20106138073588
3,6.014606096175028,6.687238735834194,8,1,274.4489142864663,-74.78162425533992,-125.24403355529978,275.9833421893603
2,5.450937315700357,6.807548014226098,8,1,131.61317223396173,-147.42850405536058,-148.08901565910128,138.92248028553817
2,5.139432963629566,6.4590764259402516,9,1,143.04196218138736,-180.50819458297747,-83.91833652237995,170.0134688946426
3,7.410384157935951,1.5631233319089832,5,1,674.8792957746231,176.01299547186431,172.10402924466405,824.1260247165284
3,5.491400279544762,8.879909846749085,9,1,-377.44009501990706,-142.76239185718748,-655.8466817500889,-322.6000736072764
3,3.9554870836021268,5.857527330062068,7,1,155.63033146638165,-260.3343274424373,12.487941810497773,228.16261436806047
3,6.0246617972315555,3.823870600213708,7,1,644.1276664277146,-73.33605669177052,203.6690037098437,606.3419470180733
1,4.358965271591087,1.723352983524531,7,1,380.2271599237628,-241.29412021117264,182.8031707641777,334.3800505530051
3,4.291762362790921,7.835810999895846,7,1,-208.40080182329183,-245.05130809221868,-373.03498698902604,-142.0772950812447
2,3.619067139621291,5.090482934260217,9,1,222.3536020635385,-269.7568842947488,109.02348978946861,273.70660549471984
2,4.5885855578963515,1.472930810667491,7,1,424.2827543543043,-226.68952252969643,165.51366590136024,373.26414337166386
1,3.770505019547426,9.214208557319118,7,1,-629.9248072280511,-266.2416085454854,-757.9825300526168,-631.3531385981022
2,5.557424605034178,1.0608243080344715,5,1,392.18611432148015,-134.9663197141906,130.19661275418446,429.6702930399939
2,4.874584476734677,5.24221195439103,7,1,265.3900962841923,-204.6759903671756,92.27510175193231,322.0391113847568
3,3.6390460872052666,6.1058139679019785,6,1,76.13978021900786,-269.3612095210103,-25.09807865612072,181.54971182286897
2,4.9189566703384795,9.989845951471732,7,1,-904.7686121960434,-200.88059019452407,-1016.6024778315305,-783.0430680260545
1,5.9938312603314055,1.4091570976250667,7,1,471.4275216972898,-77.75152702974037,160.60685255460396,475.7263255248636
3,6.622261372055122,6.135601972586427,6,1,481.8745940771757,21.98674262721761,-29.81569349605661,468.180049131161
3,3.2103845387519883,4.767157944793576,8,1,261.6038999495975,-273.3089633267584,140.85149000772594,343.5515266809676
1,4.221654575415947,2.5711458437623422,7,1,370.00340524141376,-248.721333970349,217.92714611070627,362.0768121403573
3,3.710649700965644,9.422101698555647,9,1,-572.8799715368546,-267.7731227590365,-824.3325823276543,-616.0967050866908
3,5.353551060848231,7.908436830618024,9,1,-100.02405467867166,-158.31086888977325,-390.9330293255339,-73.2348982153071
1,3.591089590119213,7.7705778592291015,6,1,-327.7038355573858,-270.27618435414354,-357.1849157126542,-234.59010006679767
3,6.0592350478776575,8.99186045322149,5,1,-440.48602864521746,-68.32594233203235,-689.4242950839403,-281.7412374159726
1,6.203692913409555,7.250440625769706,9,1,121.68136309917547,-46.72163185866464,-238.4592965306117,107.69007161072368
1,5.818118717155073,5.067394609663781,8,1,442.150374068393,-101.97575078351565,111.47058115594189,402.3658303724263
2,4.282712607794341,3.9153650501995276,7,1,342.64848197488016,-245.53937281456712,199.5354386814396,388.43606586687247
2,4.345680567831105,7.041335269634361,8,1,-80.59313276619085,-242.05541269275562,-194.56316720078803,-2.1785798935436276
3,4.543352776577304,6.028118027517753,9,1,220.26221679176675,-229.78269849079038,-13.00310571006844,233.2231957991412
3,6.105075139869938,5.428764766869572,10,1,548.8642232642668,-61.587552333635244,70.09608112921467,484.51752879557944
1,3.301967725520722,5.890571502453858,6,1,5.805919449844872,-273.2658521487556,7.664487224888717,127.26963507613316
3,5.386124115869856,6.553475926194273,9,1,213.02942447545414,-154.72574559002157,-100.69888872853562,220.58436568144282
1,4.06655123981397,9.687041926920575,9,1,-759.4882003034027,-255.935149124666,-912.039101490546,-775.1032506152121
1,4.580579231415888,7.5315806159519045,8,1,-190.5814545306822,-227.24475003954478,-300.94247529776203,-135.31622533730678
3,5.736143448032814,1.7643268836767845,8,1,559.0472706697641,-112.72945075527696,185.3318789160765,548.6114281607996
1,3.4845536744345997,4.667687778656642,8,1,219.01822180121363,-271.8821122480018,149.5859314373779,270.5748191893761
2,4.722259491114273,6.782416759324508,10,1,74.86007841656448,-216.928430308698,-143.25681719796933,74.25475249333269
3,4.871162888119762,1.756539341303467,5,1,458.3212663468548,-204.9644183133372,184.85776774747427,455.9023494341371
2,4.962607661700168,9.327065651444226,9,1,-635.1691851506193,-197.04726684636557,-793.7317284269666,-556.3389952733321
3,4.896818934834818,0.7702529451792783,9,1,469.57955916692015,-202.7869144882245,100.16149820853391,373.38358372030945
1,5.556658284709732,6.109832091259206,7,1,209.98309329368635,-135.0581023584116,-25.73183740815523,232.08106023343322
3,4.548010443723429,9.759353468498945,7,1,-756.1704307284085,-229.4690903492284,-936.5904543193005,-690.0505446685289
2,5.365366937135265,7.278682932672284,10,1,32.13442961896538,-157.01672382501465,-244.5565548439854,32.86672133099998
1,5.329838834063133,6.772581743159332,9,1,78.36324230390044,-160.88613250604487,-141.37440188595406,90.61046560800109
3,5.286068562568352,9.974204042010832,9,1,-792.3496446823244,-165.56322234223637,-1011.0881278694908,-700.6423502117271
3,5.527838689210097,7.917974280536516,7,1,-124.73053565151915,-138.48773751370686,-393.3031580245811,-55.78189553828791
3,5.282080398925149,9.702934319459647,9,1,-677.0710318014146,-165.98444126594836,-917.4123736143201,-607.3878148802685
2,4.91032734100299,6.988922262914391,9,1,24.697938943042743,-201.62670088979166,-183.90506815065305,48.90823095955531
2,3.731052765361733,6.654587742674933,5,1,-70.21748092821382,-267.2719391014262,-119.16965259709718,47.998408301476644
3,6.3571868008004015,7.625674778251204,7,1,91.84832530407581,-22.58029643083546,-322.74254508843273,130.68615848073182
1,6.6946256085102895,1.8875400324937097,8,1,620.4616173545908,34.78640538829745,192.42736361319535,620.0847690014928
1,4.640592854006398,8.057849920184179,7,1,-327.4200688730306,-223.00197378593782,-428.588769091858,-258.7197428777958
2,5.456407851354244,9.70140328898535,8,1,-759.2162660063981,-146.80261501940095,-916.8941741704368,-629.2567891898377
1,4.452387120974264,6.116432747563043,9,1,124.68392983302788,-235.68205384164048,-26.774688565867677,130.41425759249188
2,4.279780217816702,0.12355342993489171,8,1,338.49649395217176,-245.6966094023221,18.07544555453216,206.81883615221008
3,5.055315811337302,0.7209239184489258,7,1,428.19747261073593,-188.57813021351762,94.64101052782216,382.07188031430456
2,7.807455832049344,2.3470722236045405,9,1,853.8281727907971,265.8149245162374,212.15764551698626,912.4125700332237
2,6.595347011002865,4.910976632043056,8,1,628.1357229568019,17.295448453024846,127.34310790444931,579.0785563574742
3,6.445533591017615,4.137558231978628,9,1,729.0549451673782,-8.131309100030876,187.74473361643146,655.6224245164007
1,5.518771914343232,9.792120005390855,7,1,-828.655443783998,-139.5578107947108,-947.8019772358339,-694.4887880305447
2,4.082474918432031,9.45587655117807,7,1,-695.4408291771534,-255.25199937623347,-835.3171999901754,-656.1291993664088
2,6.036815653860037,3.9272248963991263,8,1,610.7776853136955,-71.581868652156,198.9688123817835,561.8269437296275
3,2.1577931229607534,7.94316479276838,6,1,-137.94272025978728,-242.58172090611583,-399.5851862895954,-166.15790719571123
1,5.390874657131438,6.363633487338813,8,1,159.3567705651847,-154.19828495017873,-67.40785594856732,171.264859101254
2,6.097877937719186,2.431356792123921,9,1,636.0405791129435,-62.65273507464451,214.62405128216022,586.4113162075157
3,5.151484254744858,9.311772559096626,5,1,-650.1894925354492,-179.32198565038118,-788.8498956572685,-492.1628813076496
2,6.659372380280471,2.5951756958025394,8,1,692.4536518374028,28.51695725407808,218.39597748194035,681.3529347360185
3,3.574112324693381,8.703433953781154,8,1,-378.590222248963,-270.5715184805881,-604.1955902627276,-398.7581087433157
1,6.600695657205215,6.37640729971665,10,1,417.10831886002325,18.224751159929383,-69.59102172412418,341.50472943580525
1,4.842288295164275,6.211271090583368,8,1,105.72755482587847,-207.37426937485054,-42.00026743792205,143.49646318722745
1,6.450782778203221,8.384099927660099,8,1,-185.2445767835256,-7.260075247072791,-514.7134141809047,-129.10248942797745
1,6.020196872459273,4.94310205234573,8,1,469.12546551168515,-73.97856365734697,124.18356982922035,443.0760061718734
2,6.514070512054936,8.53373949469629,6,1,-233.61897911090446,3.356557388320198,-556.0062260019872,-118.20966861366699
2,5.975465510043197,5.502284613917836,7,1,406.96152283977426,-80.35839870191046,60.8746711420323,414.9562724401219
1,5.691934959018858,9.8464786155596,10,1,-792.2278662041804,-118.38419981843424,-966.5205995319827,-692.033799350417
1,6.366163752035071,6.599300540729055,8,1,283.19543174852924,-21.13060082810148,-109.00627586733788,262.7341233045607
1,5.055479357483017,3.740605749191742,4,1,362.2582763085977,-188.5627960672416,207.0649176458956,411.37312157865404
2,5.602341715917267,7.633639773289056,9,1,-60.666392784887776,-129.53337317832847,-324.6083415352091,-19.70171471353754
1,4.996382049431126,5.0989729996093045,8,1,317.60100718133356,-194.0134889442969,108.116901844376,306.97441290007913
1,4.314166790858506,8.060249984256219,9,1,-301.4364932316784,-243.82473929196487,-429.20280456731143,-280.15654385927627
1,5.526946255365164,8.334626668602832,9,1,-280.30862414189505,-138.5932529119466,-501.3090129543564,-247.03126586630293
3,5.196745800899453,6.16913191302902,10,1,279.61043781951525,-174.7996391516525,-35.17930786653744,266.03005298181006
1,6.25697424090379,8.721884263109887,7,1,-339.4649496259688,-38.48003371122127,-609.5223350033873,-255.13136871460853
3,4.8077456077855665,4.034270240488852,7,1,433.48706107815053,-210.20038379646553,193.53450520394279,459.34312140747727
3,4.239308552014683,0.5737701135388495,7,1,405.9149321798735,-247.82118473042925,77.44585962950306,305.6336748990738
1,6.24300953016167,6.626481754582062,5,1,193.76790799010075,-40.65434028068057,-113.98375669396239,238.23290302535707
3,5.063341087083543,7.644518062296691,7,1,-105.30622104492372,-187.82404175801332,-327.1617294757998,-38.976771233813096
1,4.208770861160948,0.7280151388938072,9,1,354.63413160997925,-249.36805493321708,95.44213050343856,238.9450755702215
2,6.389045986735622,7.709097418802177,9,1,55.21547907958131,-17.41642942914268,-342.44252745381596,74.58104311704139
2,5.926760707555216,6.391616945439232,7,1,255.80641284080477,-87.18696858162718,-72.20119551696723,275.05183590140564
2,6.848832498764862,1.164112457839418,7,1,525.1053301982708,62.96804634782143,139.85025563834625,637.2583019861678
2,4.659085397110633,5.3994013362600715,9,1,276.67038948417166,-221.6569712068499,73.70310787419953,286.4861366673497
3,4.51918421251566,1.0874210440652576,10,1,485.56569190795983,-231.3919447206399,132.7337128541016,377.3507681334617
1,3.913428389949493,3.216187497273012,8,1,354.94654466221584,-261.83328387609157,220.44073027764762,351.4784464015561
1,4.43309498371317,8.039849262405228,7,1,-349.43295580645855,-236.87805298281876,-423.99269055605373,-267.99974353887245
1,4.613639873008125,1.007890316931488,7,1,364.0074939128681,-224.93056694215863,125.04131924909785,292.98175230693926
2,5.683001464534546,4.593878111040422,9,1,514.532129626976,-119.51458370196121,155.7455715228566,470.67098782089545
2,4.07063020074064,6.057130020828937,7,1,72.78957916863057,-255.7614081137079,-17.483908564563535,161.1946833217286
1,4.336663162610561,9.405114479027446,7,1,-717.0228137442392,-242.56694990285575,-818.8294979525931,-668.5254478554489
2,6.696657303243219,7.372654780679241,9,1,225.0993462497188,35.149686647683666,-265.1329760920546,204.4567105556291
1,2.069068759764019,1.392471736742058,7,1,277.2394865019706,-237.36644909792028,159.2893110776604,314.79386197974014
1,5.480260592787531,9.688685330393726,6,1,-824.2525763436381,-144.0554678489002,-912.5941530596767,-663.778620908577
1,3.709583387224602,4.779576411902332,9,1,213.247829392167,-267.7987223318248,139.72609393878554,264.79837160696076
1,4.194747861001128,3.6971738856875147,9,1,367.58887074972864,-250.06218254346294,208.6979144949646,351.5067319515017
1,6.423361737630497,1.2871120687530901,5,1,434.94149861956146,-11.795520748037461,150.646404921573,531.7218841735355
1,5.071576544296729,9.334822582810485,10,1,-630.8629574197042,-187.0467320380559,-796.2123771285612,-590.3881091666171
1,7.657076086285397,5.862059353395086,6,1,695.1094622717583,230.84321386673673,11.82965162764583,635.5438654943825
2,5.626812627244785,9.879875256057653,9,1,-779.8020523572787,-126.52947517869018,-978.094561970136,-670.1840371488262
1,4.170326125234298,1.7386587528739061,8,1,382.3876720687651,-251.24669883490316,183.75764540115173,325.3819465662486
1,5.557739019664684,5.4583557851782825,9,1,352.11614617857964,-134.9286532763008,66.41723623108442,324.35958295478366
2,6.129972415390671,1.0988619768320362,9,1,523.5023393828371,-57.88205078629903,133.81413800225863,510.3720872159596
2,5.521932678770256,5.242758268272083,9,1,412.7114552576904,-139.1852569706408,92.2127061040045,387.46744913336374
2,4.784639094708656,8.897918238922943,8,1,-509.8450128194875,-212.05631217635857,-661.2054476646058,-438.8217598409643
1,3.3089426073712698,1.093208519866512,10,1,378.38562652785674,-273.2447471998561,133.28107609981478,252.9073288999587
3,4.677554076463747,2.696488074421417,7,1,472.1928657729893,-220.29600723764952,220.0533461778366,475.7663389401871
3,6.667616342204369,6.824019122065304,7,1,367.4862416114011,29.97729417487585,-151.27328291880326,354.7130112560726
2,4.203283234460111,0.7628703608002252,7,1,364.490703058008,-249.6409024899254,99.34308763190042,284.142185141975
3,4.588178896395924,4.539849244745157,7,1,365.6962555580823,-226.71780405525465,160.08078753162238,409.37198347636775
2,5.993289215089513,3.330616276976457,8,1,603.2732290413848,-77.82871649366359,218.70164518121595,575.3129286875524
1,5.619702529662974,8.381481937640359,7,1,-333.7105073896132,-127.40546696884894,-514.0010056972126,-248.53547266606148
3,3.6901003653392443,0.49075993116204475,7,1,379.4352677628055,-268.25608239901914,67.26562527606025,275.0185428770411
1,4.891383230431258,8.6339546774377,9,1,-434.7104526924144,-203.25110810434091,-584.2899950889287,-394.67010319326954
3,6.406969681933081,7.036320361943358,8,1,287.53482323804707,-14.488150992056262,-193.53741771289538,267.9834312950484
1,5.026478578535643,2.971905277593385,9,1,489.2142070356028,-191.26023854453354,221.9501966442724,423.5609580997389
3,6.431231004943115,1.9776853449349385,9,1,672.8189113702233,-10.497931159670998,197.13500203048923,662.6460708708182
1,6.487775795417203,9.501763379053765,9,1,-551.1249912782453,-1.0796470142668113,-850.3329086753936,-458.54155568966036
1,4.072339939470524,5.53907983308612,7,1,140.41997275083105,-255.68832618505525,56.15748528260758,193.34015909755237
3,4.704954946916468,3.447776235683364,9,1,512.0571682165709,-218.2442424863316,216.23887058997036,474.0036281036388
1,5.657603556595542,0.44468505519113966,8,1,369.0003066686613,-122.705657752143,61.46554197476444,331.6308842226215
1,3.462313984585662,1.6578425048881973,8,1,367.65074817156903,-272.14310710810696,178.58479739500018,299.31269028689326
1,4.776950540715424,5.981650150625061,7,1,136.69542648372413,-212.6677229915873,-5.914484948236918,174.2887920601758
3,5.546186361717454,5.131095968543896,10,1,500.01434253793775,-136.3092798369736,104.65393943490574,444.35365959793216
3,4.377748948802275,7.576101165595469,8,1,-116.76989485998922,-240.202087630429,-311.2016644736,-75.39475210402894
1,5.588107078330844,8.348375730387321,9,1,-285.75449108169136,-131.26644578468097,-505.0218669143569,-243.41731269903784
1,4.399827324120281,3.9717480265198137,7,1,325.1174763065002,-238.89512144573308,196.77852109336567,350.7543996476326
3,4.3887478821436625,1.0092991582642874,10,1,485.76276391560094,-239.55414673291523,125.18035278391652,361.6352060510013
3,5.744185918741774,7.915297600714593,9,1,-42.46795935879035,-111.68983644552952,-392.63752105816184,-28.31835750369133
1,6.368044933223274,5.537401003296431,9,1,483.5307007447671,-20.826277707387135,56.3741952737729,428.4189175663858
1,4.289255381127078,9.797918884389663,10,1,-770.1798469195487,-245.18693801893914,-949.7917664373372,-802.1077044562763
1,3.7886396485609386,7.963499162127846,8,1,-304.6253855571045,-265.7409327371685,-404.67946073159237,-277.54939346876085
2,4.962743524254617,3.290727216111027,7,1,438.86675919836864,-197.03518150131117,219.3826336603534,456.78745215904223
3,5.466901602476916,4.2849013565124245,9,1,555.5441983169696,-145.59767217077433,178.55699715447548,508.96832498370117
2,4.279272870850101,2.3557597345802748,7,1,386.03476393854436,-245.7237684217689,212.42837889053777,401.14461046876886
3,6.660688722417558,5.119984970358318,8,1,673.0679266490201,28.74989792751603,105.85761162225572,610.6165095497718
3,4.853159667976851,7.107249600063179,9,1,44.597627152576706,-206.47202709232772,-208.16283396964968,61.374138938022625
3,4.270631863352181,6.124887597627473,9,1,167.7234451499252,-246.18428469686881,-28.11368797966827,201.71102732346293
3,6.931702079084779,3.4208346273373436,9,1,831.1997534819056,78.6219740755339,216.8663111034965,771.4972851790304
3,6.266542344610465,8.232999077257439,9,1,-46.13746713387191,-36.9844418183701,-474.1598780207639,-35.135319839134
3,4.272571673885073,1.050587566999982,7,1,421.74401598907383,-246.08124089116262,129.21063563154135,359.13839474037877
3,6.067140819691415,1.425546929981627,7,1,548.7855058983831,-67.17158663922214,161.88742844024156,570.7248418010195
2,4.3441558626190595,4.041595667732542,9,1,398.9346886342258,-242.14220197725848,193.1415551101589,385.43935313290046
1,5.767576511692936,7.02243313691413,8,1,96.0046393419133,-108.64717779898012,-190.70352373916876,93.52029846185114
1,6.7773244273526805,6.941856780972648,10,1,338.3802267369034,49.7464815159035,-174.4520952978287,268.16538621807484
2,3.7911622543688157,3.665234427163578,10,1,392.7592783835992,-265.66993560024196,209.83828255419598,378.6083469539541
2,4.462229849824561,6.96607904449187,6,1,-64.65231467002272,-235.0644280693142,-179.30315889991311,20.072413030772708
2,4.484168909587332,0.6058577525273079,6,1,327.97429404744764,-233.6696877142199,81.28818015725709,282.05849244303727
2,5.265608394098636,2.900219498248604,10,1,551.0325998335031,-167.71543206918227,221.82367583356336,488.54824376438114
3,5.473334499300851,6.937733132741121,7,1,122.24664399501516,-144.8561931897234,-173.62917903276912,157.5236277775075
1,4.910899989809677,1.8404140104189726,10,1,494.64486193331237,-201.57730802985054,189.80366582814383,381.09735779829333
3,3.318160564433321,2.1271202860845664,7,1,404.7195008946116,-273.2129853486029,204.03877736844456,406.83479201984164
1,3.7689893063726454,0.8688261893481608,6,1,291.96077473688257,-266.2826834485424,110.82642929362743,237.41474584508506
1,4.116451269021169,3.644710161433977,9,1,380.2621830955301,-253.75040907783313,210.54400939732352,349.66460031949043
2,5.559896700252753,8.249272405931732,9,1,-236.1870676070845,-134.67002784224735,-478.47226706866377,-178.7022949109111
3,3.604889656191495,8.363591238227189,6,1,-360.5716192363856,-270.0251092369838,-509.1418065094663,-303.15791574645004
2,4.086317080231012,8.623625328008345,9,1,-420.78577428426814,-255.08519602298736,-581.3513953067916,-401.9965913297789
3,3.8663572470143133,0.3670402948888152,8,1,411.790272336203,-263.4021152988968,51.449799319713556,264.0566840208168
1,5.3413045936263845,9.934887058866039,9,1,-847.1931730122404,-159.64453529001503,-997.2817689780679,-764.055304268083
2,6.131742089380528,5.026412389546669,7,1,505.30429810266713,-57.61744391338755,115.74819820921232,492.5707542958248
2,5.1541540664252805,8.727270303317354,9,1,-414.0095557236257,-179.05817709037194,-611.080553650851,-355.6987307412229
1,6.993503275904907,9.051146347072299,8,1,-297.5016556600578,90.52790967925057,-707.4612963092268,-224.06238662997617
1,5.153948512674039,5.144982398994291,7,1,303.28714056202193,-179.0785013325052,103.14087275257918,316.933371420074
1,4.905854708822232,0.5108975101585522,6,1,282.28814910172366,-202.01189524262918,69.76709793008361,260.62620268745445
2,4.215827957968787,5.974697664141529,9,1,140.70755616234317,-249.01487741140716,-4.863229111041505,180.56189347755137
3,5.202989717669327,3.3409345435127404,9,1,571.635178446071,-174.1674354399148,218.51246613090746,520.3540306909927
2,4.17322404918555,2.067666725092928,7,1,387.96124515162126,-251.1077592091135,201.42657366833134,384.7588144592179
3,4.021022908231571,1.8250101824182363,9,1,481.77782497424175,-257.8158498262228,188.9218549902599,407.11500516403714
2,3.9924385162810836,5.592642281521586,7,1,141.6345759852544,-258.94170291268495,49.16904036730625,224.66733745462133
2,4.775772537871819,1.044748171722304,7,1,415.62358693376274,-212.76112960043042,128.64583956003685,350.3247099596065
1,4.499897497263021,8.216445541324298,8,1,-344.35931811392817,-232.65440861291336,-469.7868970720274,-309.5703056849407
3,7.654733897417222,2.2729335087499236,6,1,810.9223292414309,230.30779728199605,209.69283374265552,916.0096310246516
2,5.209379952789642,5.492908503199451,9,1,326.5409227789646,-173.51832376781715,62.06581417216739,322.9874904043503
2,5.192920074975228,1.254602083662052,10,1,494.06723327388437,-175.18599954876152,147.86684209424791,407.1208425454864
1,4.448043286764171,8.596291964797803,5,1,-529.3561766947872,-235.95302942313583,-573.6012010263016,-416.6832304494374
1,8.065474527056217,6.920873812896026,8,1,667.2291928533646,328.55054973617735,-170.27362324206138,551.147926494116
3,4.076052218199259,2.0652187737695615,8,1,455.4704909163058,-255.52912486421053,201.31520849304417,421.79508362883365
2,4.526290261586256,7.157407568002468,10,1,-45.104663164281405,-230.9219369507,-218.65797150470848,-15.13990845540846
3,5.999210707904326,0.829001335338766,7,1,489.76686517637864,-76.9846458243436,106.57648426635376,505.6008384420102
2,5.20235139831132,7.722166814539483,7,1,-159.67936112301854,-174.2321587685484,-345.56052892547996,-85.35268769402833
3,3.726964105152547,4.90346778340842,9,1,292.728582393499,-267.3741028112916,128.07412135712968,336.7090185458381
1,5.027292376658811,1.2018366571275951,9,1,440.56225487918806,-191.18513961635483,143.24233488562408,344.9281952692693
2,5.679684646420617,5.5047825686561245,10,1,412.29159424934477,-119.93321801443835,60.556584720031196,375.0633667055929
3,5.512019604297892,2.008663047391029,6,1,537.545584617454,-140.35195855539234,198.65840731369076,534.3154487582984
1,5.6611842262657825,6.727726814184227,9,1,153.18383168503763,-122.25779627910549,-132.85087605153535,137.7623276693592
1,7.18569788908818,7.086196112074435,6,1,325.91592527931357,128.8195709202471,-203.79526116045076,317.89530975979636
3,5.271530092823019,7.608400536602561,8,1,-53.979653585465734,-167.0947591938292,-318.7070235870574,-9.792782780886554
2,5.795644458540357,8.948704979515904,8,1,-450.94475155534366,-104.958642495459,-676.4059262701396,-346.92456876559856
2,2.575821996172118,6.5493952814956575,10,1,39.732985520998305,-261.6618244861604,-99.96424274885464,72.81393276498497
1,6.86556490068723,4.9176911118789945,10,1,690.5317927649097,66.10008012934031,126.68702797924516,585.6581081085855
2,5.064999405830256,8.542256362642371,9,1,-376.44335753423314,-187.66780288039115,-558.3903092707819,-311.618112151173
2,4.131994364489351,8.998440748125581,10,1,-509.2952734336403,-253.04352536880327,-691.4175487916846,-510.02107416048773
2,4.804771855296107,7.817533789058157,9,1,-203.74349629992352,-210.4407894273861,-368.5724903646044,-144.57327979199047
1,5.662521869168033,9.424281873099446,9,1,-645.2817515956563,-122.09031659181676,-825.0399100949323,-554.2592266867491
3,6.034748525894815,9.79433944540596,8,1,-684.8213430476465,-71.88076150898132,-948.5633415474388,-544.4351030564201
2,4.90475261121253,2.5131176253368723,9,1,497.16352050023033,-202.10665138515424,216.67527479779628,449.0086234126421
1,5.60144197192347,1.8369474139731368,7,1,471.5494365606613,-129.64322840386797,189.6062567283377,452.8340283244698
1,4.736782985600402,4.485923616878404,9,1,357.2835659644513,-215.81210113109557,164.26135421456047,341.32025308346493
